,application_number,sponsor_name,app_numb_openfda,brand_name,generic_name,manufacturer_name,product_ndc,product_type,rxcui,spl_id,spl_set_id,package_ndc,submission_type,submission_status_date,product_number,reference_drug,active_ingredients,marketing_status,reference_standard,dosage_form
219,NDA018629,BAXTER HLTHCARE,['NDA018629'],['POTASSIUM CHLORIDE IN DEXTROSE AND SODIUM CHLORIDE'],"['POTASSIUM CHLORIDE, DEXTROSE MONOHYDRATE AND SODIUM CHLORIDE']",['Baxter Healthcare Corporation'],"['0338-0603', '0338-0663', '0338-0669', '0338-0671', '0338-0673', '0338-0675', '0338-0803', '0338-0807']",['HUMAN PRESCRIPTION DRUG'],"['615099', '615100', '615107', '615111', '630796', '1863605', '1863607', '1863973', '1863975', '1863988']",['4b077fd6-41ce-48a8-b6da-ee4250868062'],['c553fed1-3de5-4826-8eff-633b5923bf0b'],"['0338-0663-03', '0338-0663-04', '0338-0603-03', '0338-0669-04', '0338-0671-04', '0338-0671-03', '0338-0673-04', '0338-0675-04', '0338-0803-04', '0338-0807-04']",['ORIG'],['19820323'],"['007', '005', '003', '001', '008', '006', '004', '002']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","[[{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '224MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '330MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '75MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '330MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '224MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '330MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '75MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '330MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '300MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '330MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '300MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '330MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '150MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '330MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '150MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '330MG/100ML'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
220,NDA018634,ALCON PHARMS LTD,['NDA018634'],['BETADINE'],['POVIDONE-IODINE'],"['Alcon Laboratories, Inc.']",['0065-0411'],['HUMAN PRESCRIPTION DRUG'],"['312570', '1149663']",['0fcbe927-f60a-4e9b-b83f-07b9b9ae871d'],['b026de1b-9949-4557-ac49-c7b0038c24cd'],['0065-0411-30'],['ORIG'],['19861217'],['001'],['Yes'],"[[{'name': 'POVIDONE-IODINE', 'strength': '5%'}]]",['Prescription'],['Yes'],['SOLUTION/DROPS']
221,NDA018655,PFIZER,,,,,,,,,,,['ORIG'],['19820720'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'DISOPYRAMIDE PHOSPHATE', 'strength': 'EQ 100MG BASE'}], [{'name': 'DISOPYRAMIDE PHOSPHATE', 'strength': 'EQ 150MG BASE'}]]","['Prescription', 'Prescription']","['No', 'Yes']","['CAPSULE, EXTENDED RELEASE', 'CAPSULE, EXTENDED RELEASE']"
222,NDA018677,BAUSCH,['NDA018677'],['CESAMET'],['NABILONE'],['Bausch Health US LLC'],['0187-1231'],['HUMAN PRESCRIPTION DRUG'],"['104885', '311891']",['83c7ac15-ece9-47de-b83c-d575544fa449'],['83c7ac15-ece9-47de-b83c-d575544fa449'],['0187-1231-50'],['ORIG'],['19851226'],['001'],['Yes'],"[[{'name': 'NABILONE', 'strength': '1MG'}]]",['Prescription'],['Yes'],['CAPSULE']
223,NDA018680,COOPERSURGICAL,,,,,,,,,,,['ORIG'],['19841115'],['001'],['Yes'],"[[{'name': 'COPPER', 'strength': '309MG/COPPER'}]]",['Prescription'],['Yes'],['INTRAUTERINE DEVICE']
224,NDA018681,B BRAUN,,,,,,,,,,,['ORIG'],['19821227'],['001'],['Yes'],"[[{'name': 'CALCIUM CHLORIDE', 'strength': '20MG/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '30MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '600MG/100ML'}, {'name': 'SODIUM LACTATE', 'strength': '310MG/100ML'}]]",['Prescription'],['Yes'],['SOLUTION']
225,NDA018683,MAYER LABS INC,,,,,,,,,,,['ORIG'],['19830401'],['001'],['Yes'],"[[{'name': 'NONOXYNOL-9', 'strength': '1GM'}]]",['Discontinued'],['No'],['SPONGE']
226,NDA018689,SEBELA IRELAND LTD,['NDA018689'],['RIDAURA'],['AURANOFIN'],['Sebela Pharmaceuticals Inc.'],['54766-093'],['HUMAN PRESCRIPTION DRUG'],"['197386', '213510']",['7cfc87e7-a349-eed3-e053-2991aa0afd6a'],['43ba3de1-ab2e-06f6-e054-00144ff8d46c'],['54766-093-06'],['ORIG'],['19850524'],['001'],['Yes'],"[[{'name': 'AURANOFIN', 'strength': '3MG'}]]",['Prescription'],['Yes'],['CAPSULE']
227,NDA018714,BAYER HLTHCARE,,,,,,,,,,,['ORIG'],['19821229'],['001'],['Yes'],"[[{'name': 'PRAZIQUANTEL', 'strength': '600MG'}]]",['Prescription'],['Yes'],['TABLET']
228,NDA018737,JOURNEY,,,,,,,,,,,['ORIG'],['19890228'],['001'],['Yes'],"[[{'name': 'SULCONAZOLE NITRATE', 'strength': '1%'}]]",['Prescription'],['Yes'],['CREAM']
229,NDA018738,JOURNEY,,,,,,,,,,,['ORIG'],['19850830'],['001'],['Yes'],"[[{'name': 'SULCONAZOLE NITRATE', 'strength': '1%'}]]",['Prescription'],['Yes'],['SOLUTION']
230,NDA018749,MISSION PHARMA,,,,,,,,,,,['ORIG'],['19830531'],['001'],['Yes'],"[[{'name': 'ACETOHYDROXAMIC ACID', 'strength': '250MG'}]]",['Prescription'],['Yes'],['TABLET']
231,NDA018771,VALEANT PHARMS INTL,['NDA018771'],['LACRISERT'],['HYDROXYPROPYL CELLULOSE'],['Bausch & Lomb Incorporated'],['24208-800'],['HUMAN PRESCRIPTION DRUG'],"['476707', '754512']",['bf5e5593-8a62-4993-8895-b2a3223512d1'],['cc7a6a52-0b77-4df7-8403-dd21c1334f6c'],"['24208-800-60', '24208-800-10']",['ORIG'],['19810601'],['001'],['Yes'],"[[{'name': 'HYDROXYPROPYL CELLULOSE', 'strength': '5MG'}]]",['Prescription'],['Yes'],['INSERT']
232,NDA018810,THEPHARMANETWORK LLC,,,,,,,,,,,['ORIG'],['19851223'],['001'],['No'],"[[{'name': 'SILVER SULFADIAZINE', 'strength': '1%'}]]",['Prescription'],['No'],['CREAM']
233,NDA018876,ICU MEDICAL INC,,,,,,,,,,,['ORIG'],['19860117'],"['009', '007', '005', '003', '001', '008', '006', '004', '002']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","[[{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '149MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '300MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '224MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '300MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '74.5MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '300MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '224MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '300MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '74.5MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '300MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '298MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '300MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '149MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '300MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '298MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '300MG/100ML'}], [{'name': 'DEXTROSE', 'strength': '5GM/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '149MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '300MG/100ML'}]]","['Discontinued', 'Discontinued', 'Discontinued', 'Discontinued', 'Discontinued', 'Discontinued', 'Discontinued', 'Discontinued', 'Discontinued']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
234,NDA018883,FRESENIUS MEDCL,,,,,,,,,,,['ORIG'],['19841130'],"['005', '003', '001', '006', '004', '002']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'CALCIUM CHLORIDE', 'strength': '25.7MG/100ML'}, {'name': 'DEXTROSE', 'strength': '2.5GM/100ML'}, {'name': 'MAGNESIUM CHLORIDE', 'strength': '5.08MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '538MG/100ML'}, {'name': 'SODIUM LACTATE', 'strength': '448MG/100ML'}], [{'name': 'CALCIUM CHLORIDE', 'strength': '25.7MG/100ML'}, {'name': 'DEXTROSE', 'strength': '4.25GM/100ML'}, {'name': 'MAGNESIUM CHLORIDE', 'strength': '15.2MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '567MG/100ML'}, {'name': 'SODIUM LACTATE', 'strength': '392MG/100ML'}], [{'name': 'CALCIUM CHLORIDE', 'strength': '25.7MG/100ML'}, {'name': 'DEXTROSE', 'strength': '1.5GM/100ML'}, {'name': 'MAGNESIUM CHLORIDE', 'strength': '15.2MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '567MG/100ML'}, {'name': 'SODIUM LACTATE', 'strength': '392MG/100ML'}], [{'name': 'CALCIUM CHLORIDE', 'strength': '25.7MG/100ML'}, {'name': 'DEXTROSE', 'strength': '4.25GM/100ML'}, {'name': 'MAGNESIUM CHLORIDE', 'strength': '5.08MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '538MG/100ML'}, {'name': 'SODIUM LACTATE', 'strength': '448MG/100ML'}], [{'name': 'CALCIUM CHLORIDE', 'strength': '25.7MG/100ML'}, {'name': 'DEXTROSE', 'strength': '1.5GM/100ML'}, {'name': 'MAGNESIUM CHLORIDE', 'strength': '5.08MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '538MG/100ML'}, {'name': 'SODIUM LACTATE', 'strength': '448MG/100ML'}], [{'name': 'CALCIUM CHLORIDE', 'strength': '25.7MG/100ML'}, {'name': 'DEXTROSE', 'strength': '2.5GM/100ML'}, {'name': 'MAGNESIUM CHLORIDE', 'strength': '15.2MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '567MG/100ML'}, {'name': 'SODIUM LACTATE', 'strength': '392MG/100ML'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION']"
235,NDA018892,HOSPIRA,['NDA018892'],['SODIUM PHOSPHATES'],"['SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE AND SODIUM PHOSPHATE, DIBASIC, ANHYDROUS']","['Hospira, Inc.']",['0409-7391'],['HUMAN PRESCRIPTION DRUG'],['1872384'],['6c1b8eb9-c01e-4f9f-b12b-ccf64b5f5da1'],['6f044d16-295e-43ff-72a3-b045c387bc5c'],"['0409-7391-82', '0409-7391-72']",['ORIG'],['19830510'],['001'],['Yes'],"[[{'name': 'SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE', 'strength': '142MG/ML'}, {'name': 'SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS', 'strength': '276MG/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
236,NDA018893,HOSPIRA,,,,,,,,,,,['ORIG'],['19830504'],['001'],['Yes'],"[[{'name': 'SODIUM ACETATE', 'strength': '2MEQ/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
237,NDA018895,HOSPIRA,,,,,,,,,,,['ORIG'],['19840720'],['001'],['Yes'],"[[{'name': 'CALCIUM CHLORIDE', 'strength': '16.5MG/ML'}, {'name': 'MAGNESIUM CHLORIDE', 'strength': '25.4MG/ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '74.6MG/ML'}, {'name': 'SODIUM ACETATE', 'strength': '121MG/ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '16.1MG/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
238,NDA018897,HOSPIRA,,,,,,,,,,,['ORIG'],['19840720'],"['001', '002', '003']","['Yes', 'Yes', 'Yes']","[[{'name': 'SODIUM CHLORIDE', 'strength': '50MEQ/20ML (2.5MEQ/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**'}], [{'name': 'SODIUM CHLORIDE', 'strength': '100MEQ/40ML (2.5MEQ/ML)'}], [{'name': 'SODIUM CHLORIDE', 'strength': '400MEQ/100ML (4MEQ/ML)'}]]","['Discontinued', 'Prescription', 'Prescription']","['No', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION']"
239,NDA018916,HOSPIRA,,,,,,,,,,,['ORIG'],['19840131'],"['009', '007', '005', '011', '003', '001', '008', '006', '004', '010', '002']","['No', 'No', 'No', 'Yes', 'No', 'No', 'No', 'No', 'No', 'Yes', 'No']","[[{'name': 'HEPARIN SODIUM', 'strength': '5,000 UNITS/100ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '5,000 UNITS/100ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '10,000 UNITS/100ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '200 UNITS/100ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '5,000 UNITS/100ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '1,000 UNITS/100ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '10,000 UNITS/100ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '5,000 UNITS/100ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '100 UNITS/ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '200 UNITS/100ML'}], [{'name': 'HEPARIN SODIUM', 'strength': '10,000 UNITS/100ML'}]]","['Discontinued', 'Prescription', 'Discontinued', 'Prescription', 'Discontinued', 'Discontinued', 'Prescription', 'Prescription', 'Discontinued', 'Prescription', 'Discontinued']","['No', 'No', 'No', 'Yes', 'No', 'No', 'No', 'No', 'No', 'Yes', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
240,NDA018920,HOSPIRA,,,,,,,,,,,['ORIG'],['19830406'],['001'],['Yes'],"[[{'name': 'ASCORBIC ACID', 'strength': '80MG/VIAL'}, {'name': 'BIOTIN', 'strength': '0.02MG/VIAL'}, {'name': 'CYANOCOBALAMIN', 'strength': '0.001MG/VIAL'}, {'name': 'DEXPANTHENOL', 'strength': '5MG/VIAL'}, {'name': 'ERGOCALCIFEROL', 'strength': '0.01MG/VIAL'}, {'name': 'FOLIC ACID', 'strength': '0.14MG/VIAL'}, {'name': 'NIACINAMIDE', 'strength': '17MG/VIAL'}, {'name': 'PHYTONADIONE', 'strength': '0.2MG/VIAL'}, {'name': 'PYRIDOXINE HYDROCHLORIDE', 'strength': '1MG/VIAL'}, {'name': ""RIBOFLAVIN 5'-PHOSPHATE SODIUM"", 'strength': '1.4MG/VIAL'}, {'name': 'THIAMINE HYDROCHLORIDE', 'strength': 'EQ 1.2MG BASE/VIAL'}, {'name': 'VITAMIN A', 'strength': '0.7MG/VIAL'}, {'name': 'VITAMIN E', 'strength': '7MG/VIAL'}]]",['Prescription'],['Yes'],['FOR SOLUTION']
241,NDA018921,BAXTER HLTHCARE,['NDA018921'],['LACTATED RINGERS'],"['SODIUM CHLORIDE, SOLDIUM LACTATE, POTASSIUM CHLORIDE AND CALCIUM CHLORIDE']",['Baxter Healthcare Corporation'],['0338-0137'],['HUMAN PRESCRIPTION DRUG'],['847628'],['11c02955-7698-4463-9691-98a27a723024'],['5215ec33-8cfe-4885-ae92-e6a12100bd27'],"['0338-0137-29', '0338-0137-27']",['ORIG'],['19840403'],['001'],['Yes'],"[[{'name': 'CALCIUM CHLORIDE', 'strength': '20MG/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '30MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '600MG/100ML'}, {'name': 'SODIUM LACTATE', 'strength': '310MG/100ML'}]]",['Prescription'],['Yes'],['SOLUTION']
242,NDA018931,BAXTER HLTHCARE,['NDA018931'],['TRAVASOL'],"['LEUCINE, PHENYLALANINE, LYSINE HYDROCHLORIDE, METHIONINE, ISOLEUCINE, VALINE, HISTIDINE, THREONINE, TRYPTOPHAN, ALANINE, GLYCINE, ARGININE, PROLINE, TYROSINE, SERINE']",['Baxter Healthcare Corporation'],['0338-0644'],['HUMAN PRESCRIPTION DRUG'],"['801644', '801648']",['097e1233-e56e-42be-9e11-791892dd01ee'],['8543b5be-0f43-4891-9e56-d7c39fe839b5'],"['0338-0644-03', '0338-0644-04', '0338-0644-06']",['ORIG'],['19840823'],"['003', '001', '002']","['No', 'No', 'No']","[[{'name': 'AMINO ACIDS', 'strength': '10% (10MG/100ML)'}], [{'name': 'AMINO ACIDS', 'strength': '5.5% (5.5GM/100ML)'}], [{'name': 'AMINO ACIDS', 'strength': '8.5% (8.5GM/100ML)'}]]","['Prescription', 'Prescription', 'Prescription']","['No', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
243,NDA018947,HOSPIRA,,,,,,,,,,,['ORIG'],['19840905'],['001'],['Yes'],"[[{'name': 'SODIUM LACTATE', 'strength': '5MEQ/ML'}]]",['Discontinued'],['No'],['INJECTABLE']
244,NDA018956,GE HEALTHCARE,,,,,,,,,,,['ORIG'],['19851226'],"['005', '003', '001', '008', '006', '004', '002', '009', '007']","['Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'No']","[[{'name': 'IOHEXOL', 'strength': '30.2%'}], [{'name': 'IOHEXOL', 'strength': '64.7%'}], [{'name': 'IOHEXOL', 'strength': '38.8%'}], [{'name': 'IOHEXOL', 'strength': '1.9%'}], [{'name': 'IOHEXOL', 'strength': '45.3%'}], [{'name': 'IOHEXOL', 'strength': '75.5%'}], [{'name': 'IOHEXOL', 'strength': '51.8%'}], [{'name': 'IOHEXOL', 'strength': '2.6%'}], [{'name': 'IOHEXOL', 'strength': '15.1%'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription', 'Discontinued', 'Prescription', 'Prescription', 'Prescription', 'Discontinued']","['Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'No']","['INJECTABLE', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'INJECTABLE', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION']"
245,NDA018959,HOSPIRA,['NDA018959'],['ZINC'],['ZINC CHLORIDE'],"['Hospira, Inc.']",['0409-4090'],['HUMAN PRESCRIPTION DRUG'],['237508'],['243bd351-e37d-430e-8ff7-2610aa8eb5a3'],['9a1914a0-e195-4233-c1be-bc2075580eb8'],"['0409-4090-11', '0409-4090-01']",['ORIG'],['19860626'],['001'],['Yes'],"[[{'name': 'ZINC CHLORIDE', 'strength': 'EQ 1MG ZINC/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
246,NDA018960,HOSPIRA,,,,,,,,,,,['ORIG'],['19860626'],['001'],['Yes'],"[[{'name': 'CUPRIC CHLORIDE', 'strength': 'EQ 0.4MG COPPER/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
247,NDA018961,HOSPIRA,,,,,,,,,,,['ORIG'],['19860626'],['001'],['Yes'],"[[{'name': 'CHROMIC CHLORIDE', 'strength': 'EQ 0.004MG CHROMIUM/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
248,NDA018962,HOSPIRA,['NDA018962'],['MANGANESE'],['MANGANESE CHLORIDE'],"['Hospira, Inc.']",['0409-4091'],['HUMAN PRESCRIPTION DRUG'],['237521'],['9e9d8d84-ab7a-41d0-b69b-bdb6208f4397'],['6e979070-5035-4076-e09c-b52466be3c68'],"['0409-4091-11', '0409-4091-01']",['ORIG'],['19860626'],['001'],['Yes'],"[[{'name': 'MANGANESE CHLORIDE', 'strength': 'EQ 0.1MG MANGANESE/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
249,NDA018986,MERIDIAN MEDCL TECHN,,,,,,,,,,,['ORIG'],['19830426'],['001'],['Yes'],"[[{'name': 'PRALIDOXIME CHLORIDE', 'strength': '600MG/2ML (300MG/ML)'}]]",['Discontinued'],['No'],['SOLUTION']
250,NDA019011,BRAINTREE,,,,,,,,,,,['ORIG'],['19840713'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'POLYETHYLENE GLYCOL 3350', 'strength': '236GM/BOT'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '2.97GM/BOT'}, {'name': 'SODIUM BICARBONATE', 'strength': '6.74GM/BOT'}, {'name': 'SODIUM CHLORIDE', 'strength': '5.86GM/BOT'}, {'name': 'SODIUM SULFATE ANHYDROUS', 'strength': '22.74GM/BOT'}], [{'name': 'POLYETHYLENE GLYCOL 3350', 'strength': '227.1GM/PACKET'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '2.82GM/PACKET'}, {'name': 'SODIUM BICARBONATE', 'strength': '6.36GM/PACKET'}, {'name': 'SODIUM CHLORIDE', 'strength': '5.53GM/PACKET'}, {'name': 'SODIUM SULFATE ANHYDROUS', 'strength': '21.5GM/PACKET'}]]","['Prescription', 'Discontinued']","['Yes', 'No']","['FOR SOLUTION', 'FOR SOLUTION']"
251,NDA019018,B BRAUN,,,,,,,,,,,['ORIG'],['19840720'],"['003', '001']","['Yes', 'Yes']","[[{'name': 'AMINO ACIDS', 'strength': '10% (10GM/100ML)'}], [{'name': 'AMINO ACIDS', 'strength': '6% (6GM/100ML)'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['INJECTABLE', 'INJECTABLE']"
252,NDA019024,B BRAUN,['NDA019024'],['PHYSIOLYTE'],"['SODIUM CHLORIDE, SODIUM GLUCONATE, SODIUM ACETATE, POTASSIUM CHLORIDE, AND MAGNESIUM CHLORIDE']",['B. Braun Medical Inc.'],['0264-2205'],['HUMAN PRESCRIPTION DRUG'],"['827351', '827353']",['2111e409-711f-4db7-afbf-4401665a7e9d'],['19c04dcb-d6f2-4624-afd4-1c7b7ddcb85e'],['0264-2205-00'],['ORIG'],['19840608'],['001'],['No'],"[[{'name': 'MAGNESIUM CHLORIDE', 'strength': '30MG/100ML'}, {'name': 'POTASSIUM CHLORIDE', 'strength': '37MG/100ML'}, {'name': 'SODIUM ACETATE', 'strength': '370MG/100ML'}, {'name': 'SODIUM CHLORIDE', 'strength': '530MG/100ML'}, {'name': 'SODIUM GLUCONATE', 'strength': '500MG/100ML'}]]",['Prescription'],['No'],['SOLUTION']
253,NDA019034,FRESENIUS KABI USA,['NDA019034'],"['HYDROMORPHONE HYDROCHLORIDE', 'DILAUDID']",['HYDROMORPHONE HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC']","['63323-851', '63323-852', '63323-853', '63323-854', '76045-009', '76045-010', '76045-121']",['HUMAN PRESCRIPTION DRUG'],"['897653', '897753', '1724276', '1724338', '1724340', '1724341', '897756', '897757', '1433251', '1872265', '1872269', '1872752', '2277368', '2277370']","['b6b97afc-bc81-4cef-a031-08c68bd02c8f', '91e4f1a1-03b1-4625-b4d4-19ab7667ee4c', 'f89754d5-a3d4-44c9-b175-1bf0581e18da']","['e034eb96-03e0-46e1-8b92-5e1f94555e7b', '9eebd88a-5632-460f-b7b6-26c8a180540d', '4d77772f-874f-9c87-2d80-ca467c7690a1']","['63323-851-03', '63323-851-10', '63323-851-07', '63323-851-15', '63323-851-50', '63323-852-03', '63323-852-25', '63323-853-03', '63323-853-25', '63323-854-03', '63323-854-10', '76045-009-96', '76045-009-06', '76045-009-01', '76045-009-11', '76045-010-01', '76045-010-11', '76045-121-01', '76045-121-11', '76045-009-03', '76045-009-05', '76045-009-00', '76045-009-10', '76045-010-00', '76045-010-10']",['ORIG'],['19840111'],"['002', '005', '003', '001', '006', '004']","['No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'HYDROMORPHONE HYDROCHLORIDE', 'strength': '250MG/VIAL'}], [{'name': 'HYDROMORPHONE HYDROCHLORIDE', 'strength': '4MG/ML'}], [{'name': 'HYDROMORPHONE HYDROCHLORIDE', 'strength': '1MG/ML'}], [{'name': 'HYDROMORPHONE HYDROCHLORIDE', 'strength': '10MG/ML'}], [{'name': 'HYDROMORPHONE HYDROCHLORIDE', 'strength': '0.2MG/ML'}], [{'name': 'HYDROMORPHONE HYDROCHLORIDE', 'strength': '2MG/ML'}]]","['Discontinued', 'Discontinued', 'Prescription', 'Discontinued', 'Prescription', 'Prescription']","['No', 'No', 'Yes', 'No', 'Yes', 'Yes']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
254,NDA019039,SUN PHARM INDS INC,,,,,,,,,,,['ORIG'],['19870630'],['001'],['No'],"[[{'name': 'TECHNETIUM TC-99M PYROPHOSPHATE KIT', 'strength': 'N/A'}]]",['Prescription'],['No'],['INJECTABLE']
255,NDA019044,GE HEALTHCARE,,,,,,,,,,,['ORIG'],['19851224'],['001'],['Yes'],"[[{'name': 'INDIUM IN-111 OXYQUINOLINE', 'strength': '1mCi/ML'}]]",['Prescription'],['Yes'],['INJECTABLE']
256,NDA019079,EYEVANCE,,,,,,,,,,,['ORIG'],['19860211'],['001'],['Yes'],"[[{'name': 'FLUOROMETHOLONE ACETATE', 'strength': '0.1%'}]]",['Prescription'],['Yes'],['SUSPENSION/DROPS']
